WT.unt.3,8104.0
WT.unt.7,7675.0
WT.day3.13,7505.0
WT.unt.4,7179.0
WT.unt.1,7023.0
WT.unt.2,6849.0
WT.day3.14,6774.0
WT.day3.11,6644.0
WT.day3.9,6241.0
WT.day3.15,6112.0
