cc79a648f9f90f626189222db0232401,5210.0
80b6db07d77b39725f2e060f019223c4,4046.0
1bbd392b95f33d5d38f9028f94d4940d,3465.0
209a6d6c643d329df7f5fffff1a7f2a8,3335.0
f979607e966ab31444244f984ba29eb6,3328.0
2ea97391ce2cf42f2bc4665ae7d56cb3,2675.0
8e1ec129302ec05b81f0300e3ef6ddaa,2211.0
d24bc32fecb78eac6c90e2626bd3eec1,1761.0
958813a9bb83eb0ed5da115a7ab5488e,1354.0
30ba26cf48268f7ae407cb364495d2fa,1217.0
da8efb3ed40a69fe0b77cc30b5c0201d,1040.0
509736471cf546d48264931d6280b22b,845.0
9e09959d649b86faddb92d9898a90498,704.0
3005b46bad25b31108ea1f0771e1ba82,550.0
4005e151338777506d1463d775814957,507.0
9700838e5dc08af763d1000bb3721417,499.0
02ead734894c4093e812bc7b0efeafa7,499.0
7ce111d7e7fe669606fb6a890b885d89,457.0
098f0649194a339b7731bc5f29ca5b2c,393.0
0259d85687c54bb49e4fea65f5411d2e,392.0
019b9bb6275f8bfa36d3486e48dee0ea,391.0
1e8623b8ee0a346b5457ae9579eeffa0,389.0
6147e827eacd035576e2ebc9eb4453f0,373.0
54e9cb955847b7a5fb21bec4a7cf4814,370.0
b6d8cba3f429e5964ebc5628954744b1,369.0
a709e7b40e2983fd3e768b4145263b9c,360.0
3d172f7106eca2d628e331b2ffea4ba6,354.0
5c2038b9c3270d5efce1e604348ab2d7,349.0
8b33f9ee9ea504c1cb3406149f9f72d3,349.0
fd79f10e616ba1898ffe52347238a7f1,337.0
e6781176ea76c5dc15b3c10b5c347720,337.0
8807dc496cb8d84c918122ff44ff336e,337.0
8f354a577cef652fab6b162b5a3e34fe,327.0
d52ad93d4eacce3d55fccb98deabdab0,325.0
71e7158a875313bf6c7435a593738421,325.0
6ffbe1769fe8fb4efe7a211e5bcb8bdb,316.0
3110887fac294df748d7036e5ce8a610,314.0
204088a98ff4894c5f6a7453bc07e8d6,314.0
6c7836b0616be89c7d16db24cc6ec796,309.0
08add14e164f1de57b310764a0355421,294.0
e8446a9007c5b38776a4fd958ac54a44,289.0
fc90a2cd75eb57a08b3675fb1feea947,285.0
ba79ba89dbd4ab13374687d20082cc91,282.0
d3e0e8735a5b2c50076dfdaad1b4d60d,275.0
3a6e45670a9de684427a6785c33706c7,265.0
09805a569b5d66934498d4d70542a6b1,261.0
12572f1ddf6a2f283313f77b79766143,258.0
24e02234b51e6faf2d3fd97c8c6d7a98,253.0
4e7272c35c5ffe5f550bc2e5b9d04dd8,252.0
f6eeabe8a5db885024b5e9af9130915f,249.0
2f5b05e0c3faef1bef6fd24b94d7abd8,244.0
7bd715b5f762277ae8f97bbc566d6039,237.0
34b93402aaef110c6ee6be8a7bce8c22,233.0
d377621ee3732ce6cdbe9555959baabe,233.0
a37ebb31a831a01a24d16e42960008ea,220.0
cc4b2b770d5ab244fb8d3af3c27df50c,220.0
cea365f4b4b67ceb685d5c6d597c2114,217.0
83899a6768e4eb7c90f0c949f88b1dd2,215.0
